year,AS-RCEC_TaiESM1_r1i1p1f1_co2mass_1pctCO2,AS-RCEC_TaiESM1_r1i1p1f1_co2mass_abrupt-4xCO2,CNRM-CERFACS_CNRM-CM6-1-HR_r1i1p1f2_co2mass_1pctCO2,CNRM-CERFACS_CNRM-CM6-1-HR_r1i1p1f2_co2mass_abrupt-4xCO2,CNRM-CERFACS_CNRM-CM6-1_r1i1p1f2_co2mass_1pctCO2,CNRM-CERFACS_CNRM-CM6-1_r1i1p1f2_co2mass_abrupt-4xCO2,CNRM-CERFACS_CNRM-CM6-1_r2i1p1f2_co2mass_abrupt-4xCO2,CNRM-CERFACS_CNRM-CM6-1_r3i1p1f2_co2mass_abrupt-4xCO2,CNRM-CERFACS_CNRM-CM6-1_r4i1p1f2_co2mass_abrupt-4xCO2,CNRM-CERFACS_CNRM-CM6-1_r5i1p1f2_co2mass_abrupt-4xCO2,CNRM-CERFACS_CNRM-CM6-1_r6i1p1f2_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r1i1p1f1_co2mass_1pctCO2,IPSL_IPSL-CM6A-LR_r10i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r11i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r12i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r1i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r2i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r3i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r4i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r5i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r6i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r7i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r8i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r9i1p1f1_co2mass_abrupt-4xCO2,MOHC_UKESM1-0-LL_r1i1p1f2_co2mass_1pctCO2,MOHC_UKESM1-0-LL_r2i1p1f2_co2mass_1pctCO2,MOHC_UKESM1-0-LL_r3i1p1f2_co2mass_1pctCO2,MOHC_UKESM1-0-LL_r4i1p1f2_co2mass_1pctCO2,MPI-M_MPI-ESM1-2-HR_r1i1p1f1_co2mass_1pctCO2,MPI-M_MPI-ESM1-2-HR_r1i1p1f1_co2mass_abrupt-4xCO2,MPI-M_MPI-ESM1-2-LR_r1i1p1f1_co2mass_1pctCO2,MPI-M_MPI-ESM1-2-LR_r1i1p1f1_co2mass_abrupt-4xCO2,NCAR_CESM2-FV2_r1i1p1f1_co2mass_1pctCO2,NCAR_CESM2-WACCM-FV2_r1i1p1f1_co2mass_1pctCO2,NCAR_CESM2-WACCM_r1i1p1f1_co2mass_1pctCO2,NCAR_CESM2-WACCM_r1i1p1f1_co2mass_abrupt-4xCO2,NCAR_CESM2_r1i1p1f1_co2mass_1pctCO2,NCAR_CESM2_r1i1p1f1_co2mass_abrupt-4xCO2,NCC_NorCPM1_r1i1p1f1_co2mass_1pctCO2,NCC_NorCPM1_r1i1p1f1_co2mass_abrupt-4xCO2,NCC_NorESM2-LM_r1i1p1f1_co2mass_1pctCO2,NCC_NorESM2-LM_r1i1p1f1_co2mass_abrupt-4xCO2,NCC_NorESM2-MM_r1i1p1f1_co2mass_1pctCO2,NCC_NorESM2-MM_r1i1p1f1_co2mass_abrupt-4xCO2,NOAA-GFDL_GFDL-CM4_r1i1p1f1_co2mass_1pctCO2,NOAA-GFDL_GFDL-ESM4_r1i1p1f1_co2mass_1pctCO2,NOAA-GFDL_GFDL-ESM4_r1i1p1f1_co2mass_abrupt-4xCO2,SNU_SAM0-UNICON_r1i1p1f1_co2mass_1pctCO2,SNU_SAM0-UNICON_r1i1p1f1_co2mass_abrupt-4xCO2
963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,,,,,,,,
1850,,,2208330000000000.0,8833320000000000.0,2209065400000000.0,8836261700000000.0,8836262000000000.0,8836262000000000.0,8836262000000000.0,8836262000000000.0,8836262000000000.0,2213051427250485.0,8852205709001941.0,8852205709001941.0,8852205709001941.0,8852205709001940.0,8852205709001940.0,8852205709001941.0,8852205709001941.0,8852205709001941.0,8852205709001942.0,8852205709001941.0,8852205709001941.0,8852205709001941.0,2236988100000000.0,2236988100000000.0,2236988100000000.0,2236988100000000.0,2216670900000000.0,8855685700000000.0,2216662600000000.0,8855652000000000.0,,,,,,,,,,,,,,,,2235488700000000.0,8894044600000000.0
1851,,,2230413600000000.0,8833320000000000.0,2231156500000000.0,8836261700000000.0,8836261700000000.0,8836261700000000.0,8836261700000000.0,8836261700000000.0,8836261700000000.0,2235157004723223.8,8852205709001940.0,8852205709001940.0,8852205709001940.0,8852205709001940.0,8852205709001940.0,8852205709001940.0,8852205709001940.0,8852205709001940.0,8852205709001940.0,8852205709001940.0,8852205709001940.0,8852205709001940.0,2259358200000000.0,2259358200000000.0,2259358200000000.0,2259358200000000.0,2236040100000000.0,8855686000000000.0,2236031400000000.0,8855653000000000.0,,,,,,,,,,,,,,,,2257843600000000.0,8894044600000000.0
1852,,,2252718000000000.0,8833320000000000.0,2253468100000000.0,8836261700000000.0,8836261700000000.0,8836261700000000.0,8836261700000000.0,8836261700000000.0,8836261000000000.0,2257496082616715.0,8852205709001940.0,8852205709001940.0,8852205709001940.0,8852205709001940.0,8852205709001941.0,8852205709001941.0,8852205709001941.0,8852205709001941.0,8852205709001940.0,8852205709001940.0,8852205709001940.0,8852205709001940.0,2281951600000000.0,2281951600000000.0,2281951600000000.0,2281951600000000.0,2258423500000000.0,8855685000000000.0,2258415000000000.0,8855653000000000.0,,,,,,,,,,,,,,,,2280422000000000.0,8894044600000000.0
1853,,,2275244400000000.0,8833320000000000.0,2276002200000000.0,8836261700000000.0,8836261700000000.0,8836261700000000.0,8836261700000000.0,8836261700000000.0,8836261000000000.0,2280146573584068.5,8852205709001941.0,8852205709001941.0,8852205709001941.0,8852205709001940.0,8852205709001940.0,8852205709001940.0,8852205709001940.0,8852205709001940.0,8852205709001940.0,8852205709001940.0,8852205709001940.0,8852205709001941.0,2304771000000000.0,2304771000000000.0,2304771000000000.0,2304771000000000.0,2280984400000000.0,8855684000000000.0,2280975800000000.0,8855652000000000.0,,,,,,,,,,,,,,,,2303226100000000.0,8894044600000000.0
1854,,,2297996800000000.0,8833320000000000.0,2298762600000000.0,8836261700000000.0,8836261700000000.0,8836261700000000.0,8836261700000000.0,8836261700000000.0,8836261000000000.0,2302874739665956.5,8852205709001940.0,8852205709001940.0,8852205709001940.0,8852205709001940.0,8852205709001940.0,8852205709001940.0,8852205709001940.0,8852205709001940.0,8852205709001940.0,8852205709001940.0,8852205709001940.0,8852205709001940.0,2327819000000000.0,2327819000000000.0,2327819000000000.0,2327819000000000.0,2303794400000000.0,8855684000000000.0,2303785000000000.0,8855651300000000.0,,,,,,,,,,,,,,,,2326258400000000.0,8894044600000000.0
1855,,,2320977000000000.0,8833320000000000.0,2321749800000000.0,8836261700000000.0,8836261700000000.0,8836262000000000.0,8836262000000000.0,8836262000000000.0,8836261000000000.0,2325914556360283.5,8852205709001941.0,8852205709001941.0,8852205709001940.0,8852205709001940.0,8852205709001941.0,8852205709001941.0,8852205709001941.0,8852205709001941.0,8852205709001941.0,8852205709001941.0,8852205709001942.0,8852205709001941.0,2351097000000000.0,2351097000000000.0,2351097000000000.0,2351097000000000.0,2326832000000000.0,8855685700000000.0,2326823000000000.0,8855653500000000.0,,,,,,,,,,,,,,,,2349521000000000.0,8894044600000000.0
1856,,,2344186700000000.0,8833320000000000.0,2344967000000000.0,8836261700000000.0,8836261700000000.0,8836261700000000.0,8836261700000000.0,8836261700000000.0,8836261000000000.0,2349187635936787.5,,,,8852205709001940.0,,,,,,,,,2374608200000000.0,2374608200000000.0,2374608200000000.0,2374608200000000.0,2350124200000000.0,8855684000000000.0,2350115400000000.0,8855653000000000.0,,,,,,,,,,,,,,,,2373016400000000.0,8894044600000000.0
1857,,,2367628600000000.0,8833320000000000.0,2368417000000000.0,8836261700000000.0,8836261700000000.0,8836261700000000.0,8836261700000000.0,8836261700000000.0,8836261000000000.0,2372694215934043.5,,,,8852205709001940.0,,,,,,,,,2398354000000000.0,2398354000000000.0,2398354000000000.0,2398354000000000.0,2373601300000000.0,8855684000000000.0,2373592000000000.0,8855651300000000.0,,,,,,,,,,,,,,,,2396746400000000.0,8894044600000000.0
1858,,,2391305000000000.0,8833320000000000.0,2392101600000000.0,8836261700000000.0,8836261700000000.0,8836261700000000.0,8836261700000000.0,8836261700000000.0,8836261000000000.0,2396434533890630.5,,,,8852205709001940.0,,,,,,,,,2422337700000000.0,2422337700000000.0,2422337700000000.0,2422337700000000.0,2397337500000000.0,8855684000000000.0,2397328000000000.0,8855653000000000.0,,,,,,,,,,,,,,,,2420714000000000.0,8894044600000000.0
1859,,,2415218200000000.0,8833320000000000.0,2416022500000000.0,8836261700000000.0,8836261700000000.0,8836261700000000.0,8836261700000000.0,8836261700000000.0,8836261000000000.0,2420408114729392.5,,,,8852205709001940.0,,,,,,,,,2446561000000000.0,2446561000000000.0,2446561000000000.0,2446561000000000.0,2421310600000000.0,8855684000000000.0,2421301800000000.0,8855652000000000.0,,,,,,,,,,,,,,,,2444921100000000.0,8894044600000000.0
1860,,,2439370000000000.0,8833320000000000.0,2440182000000000.0,8836261700000000.0,,,,,,2444615433527484.5,,,,8852205709001940.0,,,,,,,,,2471026500000000.0,2471026500000000.0,2471026500000000.0,2471026500000000.0,2445549000000000.0,8855685000000000.0,2445539300000000.0,8855651300000000.0,,,,,,,,,,,,,,,,2469370200000000.0,8894044600000000.0
1861,,,2463764500000000.0,8833320000000000.0,2464584800000000.0,8836261000000000.0,,,,,,2469056015207753.0,,,,8852205709001940.0,,,,,,,,,2495737000000000.0,2495737000000000.0,2495737000000000.0,2495737000000000.0,2469979300000000.0,8855684000000000.0,2469969700000000.0,8855651300000000.0,,,,,,,,,,,,,,,,2494064000000000.0,8894044600000000.0
1862,,,2488401200000000.0,8833320000000000.0,2489230200000000.0,8836261000000000.0,,,,,,2493730334847352.0,,,,8852205709001940.0,,,,,,,,,2520694300000000.0,2520694300000000.0,2520694300000000.0,2520694300000000.0,2494679000000000.0,8855685700000000.0,2494669200000000.0,8855652000000000.0,,,,,,,,,,,,,,,,2519004500000000.0,8894044600000000.0
1863,,,2513286000000000.0,8833320000000000.0,2514123300000000.0,8836261000000000.0,,,,,,2518637917369127.5,,,,8852205709001940.0,,,,,,,,,2545901200000000.0,2545901200000000.0,2545901200000000.0,2545901200000000.0,2519625700000000.0,8855685700000000.0,2519616300000000.0,8855651000000000.0,,,,,,,,,,,,,,,,2544194500000000.0,8894044600000000.0
1864,,,2538418600000000.0,8833320000000000.0,2539264000000000.0,8836261000000000.0,,,,,,2543857150503342.5,,,,8852205709001940.0,,,,,,,,,2571360100000000.0,2571360100000000.0,2571360100000000.0,2571360100000000.0,2544848000000000.0,8855685700000000.0,2544838200000000.0,8855652000000000.0,,,,,,,,,,,,,,,,2569636800000000.0,8894044600000000.0
1865,,,2563803000000000.0,8833320000000000.0,2564656200000000.0,8836261000000000.0,,,,,,2569309646519732.5,,,,8852205709001940.0,,,,,,,,,2597073800000000.0,2597073800000000.0,2597073800000000.0,2597073800000000.0,2570269800000000.0,8855684000000000.0,2570260000000000.0,8855653000000000.0,,,,,,,,,,,,,,,,2595332800000000.0,8894044600000000.0
1866,,,2589440300000000.0,8833320000000000.0,2590303000000000.0,8836261000000000.0,,,,,,2594995880495453.0,,,,8852205709001940.0,,,,,,,,,2623044700000000.0,2623044700000000.0,2623044700000000.0,2623044700000000.0,2595973000000000.0,8855685700000000.0,2595963000000000.0,8855653000000000.0,,,,,,,,,,,,,,,,2621286500000000.0,8894044600000000.0
1867,,,2615335000000000.0,8833320000000000.0,2616206300000000.0,8836261000000000.0,,,,,,2620915377353351.0,,,,8852205709001940.0,,,,,,,,,2649275000000000.0,2649275000000000.0,2649275000000000.0,2649275000000000.0,2621932600000000.0,8855684000000000.0,2621922400000000.0,8855653000000000.0,,,,,,,,,,,,,,,,2647499200000000.0,8894044600000000.0
1868,,,2641488600000000.0,8833320000000000.0,2642368800000000.0,8836261000000000.0,,,,,,2647146287285111.5,,,,8852205709001940.0,,,,,,,,,2675767800000000.0,2675767800000000.0,2675767800000000.0,2675767800000000.0,2648179000000000.0,8855684000000000.0,2648168700000000.0,8855652000000000.0,,,,,,,,,,,,,,,,2673974000000000.0,8894044600000000.0
1869,,,2667903000000000.0,8833320000000000.0,2668791700000000.0,8836261000000000.0,,,,,,2673610697637624.0,,,,8852205709001940.0,,,,,,,,,2702525500000000.0,2702525500000000.0,2702525500000000.0,2702525500000000.0,2674633400000000.0,8855685000000000.0,2674623500000000.0,8855654000000000.0,,,,,,,,,,,,,,,,2700713800000000.0,8894044600000000.0
1870,,,2694582800000000.0,8833320000000000.0,2695480100000000.0,8836261000000000.0,,,,,,2700308845949467.5,,,,8852205709001940.0,,,,,,,,,2729550800000000.0,2729550800000000.0,2729550800000000.0,2729550800000000.0,2701379800000000.0,8855685700000000.0,2701369300000000.0,8855652000000000.0,,,,,,,,,,,,,,,,2727720800000000.0,8894044600000000.0
1871,,,2721528000000000.0,8833320000000000.0,2722434500000000.0,8836261000000000.0,,,,,,2727318169796596.0,,,,8852205709001940.0,,,,,,,,,2756846400000000.0,2756846400000000.0,2756846400000000.0,2756846400000000.0,2728393800000000.0,8855685700000000.0,2728383300000000.0,8855653000000000.0,,,,,,,,,,,,,,,,2754998200000000.0,8894044600000000.0
1872,,,2748744000000000.0,8833320000000000.0,2749659300000000.0,8836261000000000.0,,,,,,2754638669179011.5,,,,8852205709001940.0,,,,,,,,,2784415000000000.0,2784415000000000.0,2784415000000000.0,2784415000000000.0,2755705500000000.0,8855684000000000.0,2755695000000000.0,8855652000000000.0,,,,,,,,,,,,,,,,2782548000000000.0,8894044600000000.0
1873,,,2776230600000000.0,8833320000000000.0,2777155600000000.0,8836261000000000.0,,,,,,2782192906520756.5,,,,8852205709001940.0,,,,,,,,,2812259200000000.0,2812259200000000.0,2812259200000000.0,2812259200000000.0,2783234000000000.0,8855685000000000.0,2783223600000000.0,8855653000000000.0,,,,,,,,,,,,,,,,2810373700000000.0,8894044600000000.0
1874,,,2803992800000000.0,8833320000000000.0,2804927000000000.0,8836261000000000.0,,,,,,2809980644283255.5,,,,8852205709001940.0,,,,,,,,,2840381300000000.0,2840381300000000.0,2840381300000000.0,2840381300000000.0,2811066600000000.0,8855685700000000.0,2811055800000000.0,8855653000000000.0,,,,,,,,,,,,,,,,2838477300000000.0,8894044600000000.0
1875,,,2832033000000000.0,8833320000000000.0,2832976000000000.0,8836261000000000.0,,,,,,2838079557581040.0,,,,8852205709001940.0,,,,,,,,,2868785600000000.0,2868785600000000.0,2868785600000000.0,2868785600000000.0,2839177400000000.0,8855684000000000.0,2839166400000000.0,8855653000000000.0,,,,,,,,,,,,,,,,2866862000000000.0,8894044600000000.0
1876,,,2860353500000000.0,8833320000000000.0,2861306400000000.0,8836261000000000.0,,,,,,2866489883952687.5,,,,8852205709001940.0,,,,,,,,,2897473500000000.0,2897473500000000.0,2897473500000000.0,2897473500000000.0,2867598500000000.0,8855685700000000.0,2867587500000000.0,8855654000000000.0,,,,,,,,,,,,,,,,2895530900000000.0,8894044600000000.0
1877,,,2888956600000000.0,8833320000000000.0,2889918700000000.0,8836261000000000.0,,,,,,2895133948283664.5,,,,8852205709001940.0,,,,,,,,,2926448000000000.0,2926448000000000.0,2926448000000000.0,2926448000000000.0,2896244600000000.0,8855685700000000.0,2896233600000000.0,8855653000000000.0,,,,,,,,,,,,,,,,2924486200000000.0,8894044600000000.0
1878,,,2917846400000000.0,8833320000000000.0,2918818700000000.0,8836261000000000.0,,,,,,2924089188149928.5,,,,8852205709001940.0,,,,,,,,,2955712500000000.0,2955712500000000.0,2955712500000000.0,2955712500000000.0,2925207200000000.0,8855685700000000.0,2925196200000000.0,8855652000000000.0,,,,,,,,,,,,,,,,2953731000000000.0,8894044600000000.0
1879,,,2947024600000000.0,8833320000000000.0,2948006000000000.0,8836261000000000.0,,,,,,2953355603551479.0,,,,8852205709001940.0,,,,,,,,,2985269400000000.0,2985269400000000.0,2985269400000000.0,2985269400000000.0,2954459100000000.0,8855685000000000.0,2954448000000000.0,8855651300000000.0,,,,,,,,,,,,,,,,2983268200000000.0,8894044600000000.0
1880,,,2976495800000000.0,8833320000000000.0,2977486600000000.0,8836261000000000.0,,,,,,2982855756912359.0,,,,8852205709001940.0,,,,,,,,,3015122000000000.0,3015122000000000.0,3015122000000000.0,3015122000000000.0,2984034600000000.0,8855687300000000.0,2984023300000000.0,8855653500000000.0,,,,,,,,,,,,,,,,3013101000000000.0,8894044600000000.0
1881,,,3006260200000000.0,8833320000000000.0,3007261200000000.0,8836261000000000.0,,,,,,3012667085808524.5,,,,8852205709001940.0,,,,,,,,,3045273300000000.0,3045273300000000.0,3045273300000000.0,3045273300000000.0,3013843800000000.0,8855685700000000.0,3013832500000000.0,8855651300000000.0,,,,,,,,,,,,,,,,3043231600000000.0,8894044600000000.0
1882,,,3036322800000000.0,8833320000000000.0,3037334000000000.0,8836261000000000.0,,,,,,3042790065317129.5,,,,8852205709001940.0,,,,,,,,,3075726200000000.0,3075726200000000.0,3075726200000000.0,3075726200000000.0,3043982600000000.0,8855685700000000.0,3043970300000000.0,8855653000000000.0,,,,,,,,,,,,,,,,3073664000000000.0,8894044600000000.0
1883,,,3066686000000000.0,8833320000000000.0,3067707500000000.0,8836261000000000.0,,,,,,3073223982822445.5,,,,8852205709001940.0,,,,,,,,,3106483300000000.0,3106483300000000.0,3106483300000000.0,3106483300000000.0,3074422100000000.0,8855685700000000.0,3074410300000000.0,8855653000000000.0,,,,,,,,,,,,,,,,3104401000000000.0,8894044600000000.0
1884,,,3097353000000000.0,8833320000000000.0,3098384800000000.0,8836261000000000.0,,,,,,3103969550940200.5,,,,8852205709001940.0,,,,,,,,,3137548000000000.0,3137548000000000.0,3137548000000000.0,3137548000000000.0,3105198000000000.0,8855686000000000.0,3105186200000000.0,8855652000000000.0,,,,,,,,,,,,,,,,3135445000000000.0,8894044600000000.0
1885,,,3128326100000000.0,8833320000000000.0,3129368200000000.0,8836261000000000.0,,,,,,3135026294593241.5,,,,8852205709001940.0,,,,,,,,,3168923500000000.0,3168923500000000.0,3168923500000000.0,3168923500000000.0,3136218100000000.0,8855684000000000.0,3136205800000000.0,8855652000000000.0,,,,,,,,,,,,,,,,3166799400000000.0,8894044600000000.0
1886,,,3159610000000000.0,8833320000000000.0,3160662100000000.0,8836261000000000.0,,,,,,3166394451320145.5,,,,8852205709001940.0,,,,,,,,,3200612900000000.0,3200612900000000.0,3200612900000000.0,3200612900000000.0,3167580300000000.0,8855685700000000.0,3167568200000000.0,8855653500000000.0,,,,,,,,,,,,,,,,3198467500000000.0,8894044600000000.0
1887,,,3191205800000000.0,8833320000000000.0,3192268500000000.0,8836261000000000.0,,,,,,3197996108467803.5,,,,8852205709001940.0,,,,,,,,,3232619200000000.0,3232619200000000.0,3232619200000000.0,3232619200000000.0,3199256000000000.0,8855685000000000.0,3199243800000000.0,8855651300000000.0,,,,,,,,,,,,,,,,3230452000000000.0,8894044600000000.0
1888,,,3223117700000000.0,8833320000000000.0,3224191400000000.0,8836261000000000.0,,,,,,3229987091342433.5,,,,8852205709001940.0,,,,,,,,,3264945300000000.0,3264945300000000.0,3264945300000000.0,3264945300000000.0,3231282000000000.0,8855685700000000.0,3231269300000000.0,8855653500000000.0,,,,,,,,,,,,,,,,3262756700000000.0,8894044600000000.0
1889,,,3255349300000000.0,8833321000000000.0,3256433500000000.0,8836261000000000.0,,,,,,3262289249752350.5,,,,8852205709001940.0,,,,,,,,,3297594600000000.0,3297594600000000.0,3297594600000000.0,3297594600000000.0,3263561200000000.0,8855685000000000.0,3263548300000000.0,8855653000000000.0,,,,,,,,,,,,,,,,3295384300000000.0,8894044600000000.0
1890,,,3287902700000000.0,8833321000000000.0,3288998000000000.0,8836261000000000.0,,,,,,3294902821236129.5,,,,8852205709001940.0,,,,,,,,,3330570800000000.0,3330570800000000.0,3330570800000000.0,3330570800000000.0,3296196500000000.0,8855684000000000.0,3296184200000000.0,8855651300000000.0,,,,,,,,,,,,,,,,3328338000000000.0,8894044600000000.0
1891,,,3320782000000000.0,8833321000000000.0,3321888000000000.0,8836261000000000.0,,,,,,3327905480908305.5,,,,8852205709001940.0,,,,,,,,,3363876400000000.0,3363876400000000.0,3363876400000000.0,3363876400000000.0,3329158800000000.0,8855685700000000.0,3329146000000000.0,8855653500000000.0,,,,,,,,,,,,,,,,3361621500000000.0,8894044600000000.0
1892,,,3353989600000000.0,8833321000000000.0,3355106900000000.0,8836261000000000.0,,,,,,3361141878539810.5,,,,8852205709001940.0,,,,,,,,,3397515400000000.0,3397515400000000.0,3397515400000000.0,3397515400000000.0,3362484800000000.0,8855687300000000.0,3362471000000000.0,8855652000000000.0,,,,,,,,,,,,,,,,3395237400000000.0,8894044600000000.0
1893,,,3387529600000000.0,8833321000000000.0,3388657500000000.0,8836261000000000.0,,,,,,3394767364359712.5,,,,8852205709001940.0,,,,,,,,,3431490700000000.0,3431490700000000.0,3431490700000000.0,3431490700000000.0,3396074700000000.0,8855685700000000.0,3396061500000000.0,8855653500000000.0,,,,,,,,,,,,,,,,3429190000000000.0,8894044600000000.0
1894,,,3421404500000000.0,8833320000000000.0,3422543700000000.0,8836261000000000.0,,,,,,3428704025714900.5,,,,8852205709001940.0,,,,,,,,,3465805300000000.0,3465805300000000.0,3465805300000000.0,3465805300000000.0,3430035800000000.0,8855685700000000.0,3430022400000000.0,8855653000000000.0,,,,,,,,,,,,,,,,3463482000000000.0,8894044600000000.0
1895,,,3455618700000000.0,8833320000000000.0,3456769800000000.0,8836261000000000.0,,,,,,3463030012797061.5,,,,8852205709001940.0,,,,,,,,,3500463600000000.0,3500463600000000.0,3500463600000000.0,3500463600000000.0,3464336500000000.0,8855685700000000.0,3464322500000000.0,8855653000000000.0,,,,,,,,,,,,,,,,3498116600000000.0,8894044600000000.0
1896,,,3490175000000000.0,8833320000000000.0,3491336800000000.0,8836261000000000.0,,,,,,3497667175414508.5,,,,8852205709001940.0,,,,,,,,,3535467800000000.0,3535467800000000.0,3535467800000000.0,3535467800000000.0,3499015400000000.0,8855684000000000.0,3499001400000000.0,8855652000000000.0,,,,,,,,,,,,,,,,3533097800000000.0,8894044600000000.0
1897,,,3525076400000000.0,8833320000000000.0,3526250000000000.0,8836261000000000.0,,,,,,3532615988644395.5,,,,8852205709001940.0,,,,,,,,,3570822700000000.0,3570822700000000.0,3570822700000000.0,3570822700000000.0,3533969200000000.0,8855684000000000.0,3533955000000000.0,8855653000000000.0,,,,,,,,,,,,,,,,3568428700000000.0,8894044600000000.0
1898,,,3560327400000000.0,8833320000000000.0,3561513300000000.0,8836261000000000.0,,,,,,3567953890062678.5,,,,8852205709001940.0,,,,,,,,,3606531000000000.0,3606531000000000.0,3606531000000000.0,3606531000000000.0,3569309000000000.0,8855685000000000.0,3569295300000000.0,8855654000000000.0,,,,,,,,,,,,,,,,3604113000000000.0,8894044600000000.0
